TOTAL_MATCHES_PLAYED,TOTAL_BATSMAN,TOTAL_BOWLERS,TOTAL_APPROX_OVERS_BOWLED,TOTAL_RUNS_SCORED,TOTAL_BOWLS_BOWLED,TOTAL_NUMBER_OF_WICKETS,TOTAL_EXTRA_RUNS
816,537,420,87447,252794,699574,9495,12849
